analitico_registro,analitico_humedad,analitico_s,analitico_t,analitico_ph_pasta,analitico_ph_h2o,analitico_ph_kcl,analitico_resistencia_pasta,analitico_base_ca,analitico_base_mg,analitico_base_k,analitico_base_na,analitico_arcilla,analitico_carbono_organico_c,analitico_carbono_organico_n,analitico_limo_2_20,analitico_limo_2_50,analitico_arena_muy_fina,analitico_arena_fina,analitico_arena_media,analitico_arena_gruesa,analitico_arena_muy_gruesa,analitico_arena_total,analitico_gravas,analitico_ca_co3,analitico_agua_15_atm,analitico_agua_util,analitico_conductividad,analitico_h,analitico_saturacion_t,analitico_saturacion_s_h,analitico_densidad_aparente,analitico_profundidad_muestra,analitico_agua_3_atm,analitico_carbono_organico_cn,analitico_base_al,analitico_p_ppm,barnices,co3,color_humedo_hvc,color_seco_hvc,concreciones,consistencia_en_seco,consistencia_en_humedo,consistencia_adhesividad,consistencia_plasticidad,estructura_tipo,estructura_clase,estructura_grado,formaciones_especiales,horizonte,humedad,id,limite_tipo,limite_forma,moteados,perfil_id,perfil_numero,perfil_profundidad_napa,perfil_cobertura_vegetal,perfil_material_original,perfil_modal,perfil_fecha,perfil_vegetacion_o_cultivos,perfil_observaciones,perfil_publico,perfil_capacidad_subclases,perfil_capacidad_clase,perfil_ubicacion_descripcion,perfil_ubicacion_recorrido,perfil_ubicacion_mosaico,perfil_ubicacion_aerofoto,perfil_ubicacion_latitud,perfil_ubicacion_longitud,perfil_paisaje_tipo,perfil_paisaje_forma,perfil_paisaje_simbolo,perfil_humedad_subclases,perfil_humedad_clase,perfil_erosion_clase,perfil_erosion_subclase,perfil_pedregosidad_clase,perfil_pedregosidad_subclase,perfil_serie_nombre,perfil_serie_simbolo,perfil_serie_descripcion,perfil_serie_provincia,perfil_grupo_codigo,perfil_grupo_descripcion,perfil_fase_codigo,perfil_fase_nombre,perfil_sales,perfil_uso_de_la_tierra,perfil_relieve,perfil_permeabilidad,perfil_escurrimiento,perfil_pendiente,perfil_anegamiento,perfil_drenaje,perfil_posicion,ph,profundidad_inferior,profundidad_superior,raices,textura
5276,20.1,14.3,15.7,6,6.7,5,4424,8.9,3.9,1.3,0.2,13.9,0.16,0.029,14.4,47.6,34.6,3.9,0,0,0,NA,NA,0,NA,NA,NA,1.4,91,NA,NA,86 - 130,NA,6,NA,NA,,NA,7.5YR 4/4,NA,NA,NA,muy friable,no adhesivo,no plástico,prismas,medios,débil,,B3,fresco,6234,claro,ondulado,"+ medios, precisos",1516,4/566 C,NA,95,Sedimentos franco limosos gruesos,no modal,1967-10-23,Trigo,"El perfil corresponde a un Brunizem hidromórfico.
El A1 es mas bien corto.
El fragipán es compacto y en él están localizados la mayor concentración de moteados finos y de color 5 YR 3/4.
Las raíces llegan hasta el pico del B3 y no siguen precisamente los bordes de agregados.",true,s,NA,Henry Bell a Chivilcoy,336,3560-22-1,3,-35.036639,-59.957925,V - Loma,NA,NA,fresco,uniforme,nula,NA,NA,grado 0,Chivilcoy,Chi,Serie en revisión,Buenos Aires,NA,Argiudol,NA,NA,clase 0,agrícola,normal,moderada,lento,0 - 1%,clase 5,clase 3,loma,6,130,86,2,franco limoso
5277,16,12.5,13.3,6.4,6.7,5.3,5369,7,3.7,1.5,0.3,10.8,0.09,NA,15.2,47.7,34.8,6.7,0,0,0,NA,NA,0,NA,NA,NA,0.7,94,NA,NA,130 +,NA,NA,NA,NA,,NA,7.5YR 5/4,NA,NA,NA,muy friable,no adhesivo,no plástico,masiva,,,"fragipán, 40% del horizonte",Cx,fresco,6235,,,"++ finos, sobresalientes (5YR 4/3)",1516,4/566 C,NA,95,Sedimentos franco limosos gruesos,no modal,1967-10-23,Trigo,"El perfil corresponde a un Brunizem hidromórfico.
El A1 es mas bien corto.
El fragipán es compacto y en él están localizados la mayor concentración de moteados finos y de color 5 YR 3/4.
Las raíces llegan hasta el pico del B3 y no siguen precisamente los bordes de agregados.",true,s,NA,Henry Bell a Chivilcoy,336,3560-22-1,3,-35.036639,-59.957925,V - Loma,NA,NA,fresco,uniforme,nula,NA,NA,grado 0,Chivilcoy,Chi,Serie en revisión,Buenos Aires,NA,Argiudol,NA,NA,clase 0,agrícola,normal,moderada,lento,0 - 1%,clase 5,clase 3,loma,6,140,130,NA,franco limoso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,24744,NA,NA,NA,5649,B/205C,NA,NA,NA,modal,1982-01-01,NA,NA,true,NA,NA,NA,NA,NA,NA,-34.66241,-67.692382,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puesto Galdame,Pg,NA,Mendoza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85-94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,II,NA,24745,NA,NA,NA,5649,B/205C,NA,NA,NA,modal,1982-01-01,NA,NA,true,NA,NA,NA,NA,NA,NA,-34.66241,-67.692382,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puesto Galdame,Pg,NA,Mendoza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,85,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94-152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,III,NA,24746,NA,NA,NA,5649,B/205C,NA,NA,NA,modal,1982-01-01,NA,NA,true,NA,NA,NA,NA,NA,NA,-34.66241,-67.692382,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puesto Galdame,Pg,NA,Mendoza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,94,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152-193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IV,NA,24747,NA,NA,NA,5649,B/205C,NA,NA,NA,modal,1982-01-01,NA,NA,true,NA,NA,NA,NA,NA,NA,-34.66241,-67.692382,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puesto Galdame,Pg,NA,Mendoza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,152,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193-200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,NA,24748,NA,NA,NA,5649,B/205C,NA,NA,NA,modal,1982-01-01,NA,NA,true,NA,NA,NA,NA,NA,NA,-34.66241,-67.692382,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puesto Galdame,Pg,NA,Mendoza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,193,NA,NA
NA,33.7,19,26.3,5.2,6.5,4.7,NA,11.7,3.7,3.3,0.3,25.7,4.81,0.462,32.3,48.5,13.7,3.8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,14,72,NA,NA,3-14,NA,10,NA,NA,,NA,10YR 3/1,10YR 4/2,,ligeramente duro,friable,ligeramente adhesivo,no plástico,bloques subangulares,medios,fuerte,NA,A11,NA,13074,claro,suave,,2760,8/1699 C,NA,NA,Loess,modal,1971-03-25,"Menta, cebadilla",NA,true,w,VI,4 km al NW de Estancia Tarruhé,NA,3757-27-3,NA,-37.52409,-57.340977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estancia Tarruhé,NA,NA,Buenos Aires,NA,"Argialbol argiácuico, limosa fina, mixta, térmica",NA,NA,NA,ganadero,cóncavo,lenta,estancado,0 - 1%,clase 5,clase 0,bajo,NA,15,0,3,franco
NA,30,14.8,20.2,5.3,6.5,4.8,NA,9.6,1.9,3,0.3,23.2,2.72,0.238,31.3,47.9,16.6,5.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,12.6,73,NA,NA,16-22,NA,11,NA,NA,,NA,10YR 2/2,10YR 4/2,,ligeramente duro,friable,ligeramente adhesivo,no plástico,bloques subangulares,medios,moderado,NA,A12,NA,13075,claro,ondulado,EFP,2760,8/1699 C,NA,NA,Loess,modal,1971-03-25,"Menta, cebadilla",NA,true,w,VI,4 km al NW de Estancia Tarruhé,NA,3757-27-3,NA,-37.52409,-57.340977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estancia Tarruhé,NA,NA,Buenos Aires,NA,"Argialbol argiácuico, limosa fina, mixta, térmica",NA,NA,NA,ganadero,cóncavo,lenta,estancado,0 - 1%,clase 5,clase 0,bajo,NA,24,15,2,franco
NA,24.3,13.3,14.8,5.8,6.9,5.3,NA,8.1,3,1.9,0.3,18.9,0.83,0.067,34.5,52.8,12.4,5.6,10.3,NA,NA,NA,NA,NA,NA,NA,NA,4.1,90,NA,NA,28-48,NA,12,NA,NA,,NA,10YR 4/2,10YR 6/2,FeMn x,duro,muy friable,no adhesivo,no plástico,masiva,,,NA,A2,NA,13076,abrupto,ondulado,AFS,2760,8/1699 C,NA,NA,Loess,modal,1971-03-25,"Menta, cebadilla",NA,true,w,VI,4 km al NW de Estancia Tarruhé,NA,3757-27-3,NA,-37.52409,-57.340977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estancia Tarruhé,NA,NA,Buenos Aires,NA,"Argialbol argiácuico, limosa fina, mixta, térmica",NA,NA,NA,ganadero,cóncavo,lenta,estancado,0 - 1%,clase 5,clase 0,bajo,NA,50,24,1,franco limoso
NA,32.6,24.7,29.5,5.8,7,5.4,NA,17.5,5.9,0.5,0.8,31.2,0.89,0.078,25.4,41.3,14.4,6.5,6.6,NA,NA,NA,NA,NA,NA,NA,NA,6.4,84,NA,NA,58-90,NA,11,NA,NA,,NA,7.5YR 3/2,7.5YR 4/2,FeMn xx,muy duro,friable,muy adhesivo,muy plástico,semicolumnar,gruesos,fuerte,NA,B21t,NA,13077,claro,suave,AMP,2760,8/1699 C,NA,NA,Loess,modal,1971-03-25,"Menta, cebadilla",NA,true,w,VI,4 km al NW de Estancia Tarruhé,NA,3757-27-3,NA,-37.52409,-57.340977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estancia Tarruhé,NA,NA,Buenos Aires,NA,"Argialbol argiácuico, limosa fina, mixta, térmica",NA,NA,NA,ganadero,cóncavo,lenta,estancado,0 - 1%,clase 5,clase 0,bajo,NA,94,50,1,franco arcilloso
NA,27.5,19.5,20.1,6.5,7.4,5.9,NA,12.2,5.6,1.1,0.6,27.1,0.15,NA,11.5,37.9,9.2,8.9,16.9,NA,NA,NA,NA,NA,NA,NA,NA,3.2,97,NA,NA,98-118,NA,NA,NA,NA,Clsk xx,NA,7.5YR 4/4,7.5YR 5/4,FeMn xx,muy duro,friable,no adhesivo,plástico,prismas compuestos irregulares,gruesos,,NA,B22t,NA,13078,claro,suave,AMP,2760,8/1699 C,NA,NA,Loess,modal,1971-03-25,"Menta, cebadilla",NA,true,w,VI,4 km al NW de Estancia Tarruhé,NA,3757-27-3,NA,-37.52409,-57.340977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estancia Tarruhé,NA,NA,Buenos Aires,NA,"Argialbol argiácuico, limosa fina, mixta, térmica",NA,NA,NA,ganadero,cóncavo,lenta,estancado,0 - 1%,clase 5,clase 0,bajo,NA,121,94,NA,franco arcilloso
NA,18.6,13.1,13.3,6.6,7.6,6,NA,8.5,3.4,0.6,0.6,16.7,NA,NA,7,22.6,15.1,19.8,25.6,NA,NA,NA,NA,NA,NA,NA,NA,1.8,98,NA,NA,121-138,NA,NA,NA,NA,,NA,7.5YR 4/4,7.5YR 5/4,,duro,firme,ligeramente adhesivo,ligeramente plástico,prismas compuestos irregulares,gruesos,débil,NA,B3,NA,13079,,,CMP,2760,8/1699 C,NA,NA,Loess,modal,1971-03-25,"Menta, cebadilla",NA,true,w,VI,4 km al NW de Estancia Tarruhé,NA,3757-27-3,NA,-37.52409,-57.340977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estancia Tarruhé,NA,NA,Buenos Aires,NA,"Argialbol argiácuico, limosa fina, mixta, térmica",NA,NA,NA,ganadero,cóncavo,lenta,estancado,0 - 1%,clase 5,clase 0,bajo,NA,140,121,NA,franco arenoso
8333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ap,NA,24543,NA,NA,NA,5608,11-2183C,NA,NA,NA,no modal,1969-10-24,NA,NA,true,NA,NA,NA,NA,NA,NA,-33.134119,-61.786502,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hansen,Ha,NA,Santa Fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA,NA
8334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1,NA,24544,NA,NA,NA,5608,11-2183C,NA,NA,NA,no modal,1969-10-24,NA,NA,true,NA,NA,NA,NA,NA,NA,-33.134119,-61.786502,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hansen,Ha,NA,Santa Fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,17,NA,NA
8335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2,NA,24545,NA,NA,NA,5608,11-2183C,NA,NA,NA,no modal,1969-10-24,NA,NA,true,NA,NA,NA,NA,NA,NA,-33.134119,-61.786502,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hansen,Ha,NA,Santa Fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,24,NA,NA
8336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52-93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B3,NA,24546,NA,NA,NA,5608,11-2183C,NA,NA,NA,no modal,1969-10-24,NA,NA,true,NA,NA,NA,NA,NA,NA,-33.134119,-61.786502,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hansen,Ha,NA,Santa Fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,52,NA,NA
8337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93-132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C1,NA,24547,NA,NA,NA,5608,11-2183C,NA,NA,NA,no modal,1969-10-24,NA,NA,true,NA,NA,NA,NA,NA,NA,-33.134119,-61.786502,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hansen,Ha,NA,Santa Fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,93,NA,NA
8338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132-142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2ca,NA,24548,NA,NA,NA,5608,11-2183C,NA,NA,NA,no modal,1969-10-24,NA,NA,true,NA,NA,NA,NA,NA,NA,-33.134119,-61.786502,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hansen,Ha,NA,Santa Fe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,132,NA,NA
4061,26.5,21.4,28.6,5.6,6.3,5.1,3664,15.2,3.8,2.2,0.2,28.1,2.77,0.262,22.8,43.9,26.2,1.8,0,0,0,NA,NA,0,NA,NA,NA,8.8,75,70,NA,0-12,NA,11,NA,NA,,NA,10YR 2/1,NA,NA,NA,muy friable,no adhesivo,no plástico,bloques subangulares,medios,,,Ap,NA,866,abrupto,suave,NA,467,8/743 C,NA,NA,NA,no modal,1967-06-14,Rastrojo de maíz,NA,true,NA,NA,Ea. Caseros. A 8.5 km al SW de Ascención.,R 663,3560-1-4,17,-34.286949,-61.167776,Pampa arenosa,lomas arenosas,NA,"fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Delgado,De,NA,Buenos Aires,NA,Cumulic Haplic Argiudoll,NA,NA,clase 0,agrícola,cóncavo,moderadamente rápida,lento,0 - 1%,NA,NA,bajo,6,15,0,3,franco
4062,28.3,21.4,26.4,5.7,6.2,5.1,4531,14.7,4.5,2,0.2,27.6,2.25,0.214,23.4,44.4,26.2,1.8,0,0,0,NA,NA,0,NA,NA,NA,8.2,81,72,NA,12-30,NA,10,NA,NA,,NA,10YR 2/1.5,NA,NA,NA,friable,no adhesivo,no plástico,bloques subangulares,medios,moderado,krotovinas,A12,NA,867,claro,suave,NA,467,8/743 C,NA,NA,NA,no modal,1967-06-14,Rastrojo de maíz,NA,true,NA,NA,Ea. Caseros. A 8.5 km al SW de Ascención.,R 663,3560-1-4,17,-34.286949,-61.167776,Pampa arenosa,lomas arenosas,NA,"fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Delgado,De,NA,Buenos Aires,NA,Cumulic Haplic Argiudoll,NA,NA,clase 0,agrícola,cóncavo,moderadamente rápida,lento,0 - 1%,NA,NA,bajo,6,32,15,3,franco
4063,24.9,15.6,19.3,5.8,6.5,5.2,4928,10.4,3,2,0.2,29.1,0.62,0.07,17.2,37.2,31.6,2.1,0,0,0,NA,NA,0,NA,NA,NA,5.1,81,75,NA,30-55,NA,9,NA,NA,"Clsk ++ comunes, finos, débiles 10YR 2/2",NA,7.5YR 4/2,NA,NA,NA,friable,ligeramente adhesivo,ligeramente plástico,prismas,medios,moderado,krotovinas,B21,NA,868,claro,suave,NA,467,8/743 C,NA,NA,NA,no modal,1967-06-14,Rastrojo de maíz,NA,true,NA,NA,Ea. Caseros. A 8.5 km al SW de Ascención.,R 663,3560-1-4,17,-34.286949,-61.167776,Pampa arenosa,lomas arenosas,NA,"fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Delgado,De,NA,Buenos Aires,NA,Cumulic Haplic Argiudoll,NA,NA,clase 0,agrícola,cóncavo,moderadamente rápida,lento,0 - 1%,NA,NA,bajo,6,55,32,2,franco
4064,23,15.2,19.2,6,6.9,5.2,5516,10.1,3.4,1.5,0.2,28.3,0.25,0.037,15.9,36.4,33.1,2.2,NA,0,0,NA,NA,NA,NA,NA,NA,4.6,81,77,NA,55-75,NA,7,NA,NA,"Clsk ++ comunes, finos",NA,7.5YR 4/3,NA,NA,NA,friable,no adhesivo,ligeramente plástico,prismas,,moderado,fresco a húmedo,B22,NA,869,gradual,suave,NA,467,8/743 C,NA,NA,NA,no modal,1967-06-14,Rastrojo de maíz,NA,true,NA,NA,Ea. Caseros. A 8.5 km al SW de Ascención.,R 663,3560-1-4,17,-34.286949,-61.167776,Pampa arenosa,lomas arenosas,NA,"fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Delgado,De,NA,Buenos Aires,NA,Cumulic Haplic Argiudoll,NA,NA,clase 0,agrícola,cóncavo,moderadamente rápida,lento,0 - 1%,NA,NA,bajo,6,75,55,2,franco
4065,19.7,14.1,16.3,6,7,5.4,6304,10.2,2.5,1.2,0.2,23.4,0.22,NA,14,36.4,37.2,3,0,0,0,NA,NA,0,NA,NA,NA,3.6,87,80,NA,75-145,NA,NA,NA,NA,Clsk +,NA,7.5YR 4/4,NA,NA,NA,muy friable,no adhesivo,no plástico,bloques subangulares,gruesos,,,B3,NA,870,difuso,suave,NA,467,8/743 C,NA,NA,NA,no modal,1967-06-14,Rastrojo de maíz,NA,true,NA,NA,Ea. Caseros. A 8.5 km al SW de Ascención.,R 663,3560-1-4,17,-34.286949,-61.167776,Pampa arenosa,lomas arenosas,NA,"fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Delgado,De,NA,Buenos Aires,NA,Cumulic Haplic Argiudoll,NA,NA,clase 0,agrícola,cóncavo,moderadamente rápida,lento,0 - 1%,NA,NA,bajo,6,140,75,1,franco
4066,15.8,13.2,14.8,6.8,7.5,5.6,7486,8.2,3.4,1.4,0.2,17.7,0.11,NA,10.6,34.6,43.3,4.4,0,0,0,NA,NA,0,NA,NA,NA,2.4,89,84,NA,170-180,NA,NA,NA,NA,,NA,7.5YR 5/4,NA,NA,NA,suelto,no adhesivo,no plástico,grano suelto,,,,C,NA,871,,,NA,467,8/743 C,NA,NA,NA,no modal,1967-06-14,Rastrojo de maíz,NA,true,NA,NA,Ea. Caseros. A 8.5 km al SW de Ascención.,R 663,3560-1-4,17,-34.286949,-61.167776,Pampa arenosa,lomas arenosas,NA,"fresco, húmedo",no uniforme,nula,NA,NA,grado 0,Delgado,De,NA,Buenos Aires,NA,Cumulic Haplic Argiudoll,NA,NA,clase 0,agrícola,cóncavo,moderadamente rápida,lento,0 - 1%,NA,NA,bajo,6,180,140,1,franco arenoso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,3915,NA,NA,NA,980,980,NA,30,NA,no modal,2006-01-01,NA,"Fresco - La clasificación de este perfil se obtuvo del mapa taxonómico de INTA 1990, y no se realizó con datos de perfil, por lo que es orientativa",true,NA,NA,NA,Tunín Este 12,NA,NA,-33.117279,-68.168387,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunín Este ,NA,NA,Mendoza,NA,Torripsamentes tipico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,II,NA,3916,NA,NA,NA,980,980,NA,30,NA,no modal,2006-01-01,NA,"Fresco - La clasificación de este perfil se obtuvo del mapa taxonómico de INTA 1990, y no se realizó con datos de perfil, por lo que es orientativa",true,NA,NA,NA,Tunín Este 12,NA,NA,-33.117279,-68.168387,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunín Este ,NA,NA,Mendoza,NA,Torripsamentes tipico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,100,NA,NA
NA,12.7,NA,NA,7.1,7.5,NA,NA,NA,NA,1.21,NA,13.3,0.5,0.04,NA,36.1,31.3,8.3,6.1,3.3,1.3,NA,NA,0.3,NA,NA,0.17,NA,NA,NA,NA,0-15,NA,13,NA,NA,NA,NA,7.5YR 5/2,NA,NA,NA,muy friable,no adhesivo,no plástico,bloques subangulares,medios,moderado,NA,A1,NA,15373,abrupto,suave,NA,3387,4,NA,80,NA,modal,1992-01-01,"Arbustal alto abierto. Trichloris crinita, Gouinia paraguariensis, Digitaria californica, Papphophoun caespitosum, Setaria leucophyla, Prosopis torquata, Larrea divaricata, Mimozyganthus carinatus, Cercidium praecox, Condalia microphylla, Maytenus espinosa, Ximenea americana, Capparis atamisquea, Tricomario usillo, Aspidosperma quebracho blanco, Prosopis flexuosa",NA,true,ec,VI,Sector central del campo de la EEA Chamical - La Rioja,NA,NA,NA,-30.507119,-66.123292,Lomas planas,NA,NA,NA,NA,moderada,hídrica,NA,NA,Las Vizcacheras 2,LVz2,NA,La Rioja,NA,Torriortente típico,NA,Moderadamente erosionada,NA,NA,subnormal,moderada,muy lento,NA,NA,NA,loma,NA,15,0,2,franco arenoso
NA,13,NA,NA,6.6,7.2,NA,NA,NA,NA,1.04,NA,10.4,0.59,0.05,NA,39.3,29.9,10.8,5.5,3.2,0.9,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,15-36,NA,12,NA,NA,NA,NA,7.5YR 4/3,NA,NA,NA,muy friable,no adhesivo,no plástico,bloques subangulares,medios,débil,NA,AC,NA,15374,claro,suave,NA,3387,4,NA,80,NA,modal,1992-01-01,"Arbustal alto abierto. Trichloris crinita, Gouinia paraguariensis, Digitaria californica, Papphophoun caespitosum, Setaria leucophyla, Prosopis torquata, Larrea divaricata, Mimozyganthus carinatus, Cercidium praecox, Condalia microphylla, Maytenus espinosa, Ximenea americana, Capparis atamisquea, Tricomario usillo, Aspidosperma quebracho blanco, Prosopis flexuosa",NA,true,ec,VI,Sector central del campo de la EEA Chamical - La Rioja,NA,NA,NA,-30.507119,-66.123292,Lomas planas,NA,NA,NA,NA,moderada,hídrica,NA,NA,Las Vizcacheras 2,LVz2,NA,La Rioja,NA,Torriortente típico,NA,Moderadamente erosionada,NA,NA,subnormal,moderada,muy lento,NA,NA,NA,loma,NA,36,15,1,franco
NA,11.1,NA,NA,6.6,7,NA,NA,NA,NA,2.42,NA,9.4,0.6,0.05,NA,40.5,28.6,11.4,5.4,3,1.3,NA,NA,0.4,NA,NA,0.25,NA,NA,NA,NA,36-78,NA,12,NA,NA,NA,NA,7.5YR 4/4,NA,NA,NA,muy friable,,,bloques subangulares,,débil,NA,C1,NA,15375,abrupto,suave,NA,3387,4,NA,80,NA,modal,1992-01-01,"Arbustal alto abierto. Trichloris crinita, Gouinia paraguariensis, Digitaria californica, Papphophoun caespitosum, Setaria leucophyla, Prosopis torquata, Larrea divaricata, Mimozyganthus carinatus, Cercidium praecox, Condalia microphylla, Maytenus espinosa, Ximenea americana, Capparis atamisquea, Tricomario usillo, Aspidosperma quebracho blanco, Prosopis flexuosa",NA,true,ec,VI,Sector central del campo de la EEA Chamical - La Rioja,NA,NA,NA,-30.507119,-66.123292,Lomas planas,NA,NA,NA,NA,moderada,hídrica,NA,NA,Las Vizcacheras 2,LVz2,NA,La Rioja,NA,Torriortente típico,NA,Moderadamente erosionada,NA,NA,subnormal,moderada,muy lento,NA,NA,NA,loma,NA,78,36,NA,franco
